event_date,event_timestamp,event_name,event_previous_timestamp,event_value_in_usd,event_bundle_sequence_id,event_server_timestamp_offset,user_id,user_pseudo_id,privacy_info,user_properties,user_first_touch_timestamp,user_ltv,device,geo,app_info,traffic_source,stream_id,platform,event_params,items,ecommerce,transaction_id,value,currency,coupon,page_location,traffic_medium,device_category
20220719,1658232012000000,view_item,1658232000000000,12.99,1001,-600000,bonnie.perez@yahoo.co.uk,3956592627.102561,"{""analytics_storage"": ""granted"", ""ads_storage"": ""granted"", ""uses_transient_token"": ""false""}","{""first_open_time"": {""value"": ""1655954390""}, ""customer_email"": {""value"": ""bonnie.perez@yahoo.co.uk""}, ""customer_status"": {""value"": ""registered""}}",1655954390000000,"{""revenue"": 0, ""currency"": ""GBP""}","{""category"": ""desktop"", ""operating_system"": ""Windows"", ""operating_system_version"": ""10.0.19042"", ""language"": ""en-gb"", ""time_zone_offset_seconds"": 0, ""browser"": ""Chrome"", ""browser_version"": ""103.0"", ""web_info"": {""browser"": ""Chrome"", ""browser_version"": ""103.0"", ""hostname"": ""belleandglow.co.uk""}}","{""continent"": ""Europe"", ""country"": ""United Kingdom"", ""region"": ""England"", ""city"": ""London""}","{""id"": ""belleandglow.co.uk"", ""version"": ""1.0.0"", ""install_store"": null}","{""source"": ""google"", ""medium"": ""organic"", ""campaign"": ""(not set)"", ""term"": ""belle glow cosmetics""}",2468013579.0,web,"[{""key"": ""currency"", ""value"": {""string_value"": ""GBP""}}, {""key"": ""value"", ""value"": {""double_value"": 12.99}}, {""key"": ""ga_session_id"", ""value"": {""int_value"": 1658232000}}, {""key"": ""ga_session_number"", ""value"": {""int_value"": 3}}, {""key"": ""page_location"", ""value"": {""string_value"": ""https://belleandglow.co.uk/products/eyeliner-precision""}}]","[{""item_id"": ""13"", ""item_name"": ""Eyeliner Precision"", ""item_category"": ""Makeup"", ""item_variant"": ""Black"", ""item_brand"": ""Belle & Glow"", ""price"": 12.99, ""currency"": ""GBP"", ""quantity"": 1, ""item_list_name"": ""Product Page"", ""index"": 0}]",{},,,,,,,
20220719,1658232072000000,add_to_cart,1658232012000000,12.99,1001,-600000,bonnie.perez@yahoo.co.uk,3956592627.102561,"{""analytics_storage"": ""granted"", ""ads_storage"": ""granted"", ""uses_transient_token"": ""false""}","{""first_open_time"": {""value"": ""1655954390""}, ""customer_email"": {""value"": ""bonnie.perez@yahoo.co.uk""}, ""customer_status"": {""value"": ""registered""}}",1655954390000000,"{""revenue"": 0, ""currency"": ""GBP""}","{""category"": ""desktop"", ""operating_system"": ""Windows"", ""operating_system_version"": ""10.0.19042"", ""language"": ""en-gb"", ""time_zone_offset_seconds"": 0, ""browser"": ""Chrome"", ""browser_version"": ""103.0"", ""web_info"": {""browser"": ""Chrome"", ""browser_version"": ""103.0"", ""hostname"": ""belleandglow.co.uk""}}","{""continent"": ""Europe"", ""country"": ""United Kingdom"", ""region"": ""England"", ""city"": ""London""}","{""id"": ""belleandglow.co.uk"", ""version"": ""1.0.0"", ""install_store"": null}","{""source"": ""google"", ""medium"": ""organic"", ""campaign"": ""(not set)"", ""term"": ""belle glow cosmetics""}",2468013579.0,web,"[{""key"": ""currency"", ""value"": {""string_value"": ""GBP""}}, {""key"": ""value"", ""value"": {""double_value"": 12.99}}, {""key"": ""ga_session_id"", ""value"": {""int_value"": 1658232000}}, {""key"": ""ga_session_number"", ""value"": {""int_value"": 3}}]","[{""item_id"": ""13"", ""item_name"": ""Eyeliner Precision"", ""item_category"": ""Makeup"", ""item_variant"": ""Black"", ""item_brand"": ""Belle & Glow"", ""price"": 12.99, ""currency"": ""GBP"", ""quantity"": 1, ""item_list_name"": ""Cart"", ""index"": 0}]",{},,,,,,,
20220719,1658232132000000,view_item,1658232072000000,13.99,1001,-600000,bonnie.perez@yahoo.co.uk,3956592627.102561,"{""analytics_storage"": ""granted"", ""ads_storage"": ""granted"", ""uses_transient_token"": ""false""}","{""first_open_time"": {""value"": ""1655954390""}, ""customer_email"": {""value"": ""bonnie.perez@yahoo.co.uk""}, ""customer_status"": {""value"": ""registered""}}",1655954390000000,"{""revenue"": 0, ""currency"": ""GBP""}","{""category"": ""desktop"", ""operating_system"": ""Windows"", ""operating_system_version"": ""10.0.19042"", ""language"": ""en-gb"", ""time_zone_offset_seconds"": 0, ""browser"": ""Chrome"", ""browser_version"": ""103.0"", ""web_info"": {""browser"": ""Chrome"", ""browser_version"": ""103.0"", ""hostname"": ""belleandglow.co.uk""}}","{""continent"": ""Europe"", ""country"": ""United Kingdom"", ""region"": ""England"", ""city"": ""London""}","{""id"": ""belleandglow.co.uk"", ""version"": ""1.0.0"", ""install_store"": null}","{""source"": ""google"", ""medium"": ""organic"", ""campaign"": ""(not set)"", ""term"": ""belle glow cosmetics""}",2468013579.0,web,"[{""key"": ""currency"", ""value"": {""string_value"": ""GBP""}}, {""key"": ""value"", ""value"": {""double_value"": 13.99}}, {""key"": ""ga_session_id"", ""value"": {""int_value"": 1658232000}}, {""key"": ""ga_session_number"", ""value"": {""int_value"": 3}}, {""key"": ""page_location"", ""value"": {""string_value"": ""https://belleandglow.co.uk/products/lip-gloss-shimmer""}}]","[{""item_id"": ""21"", ""item_name"": ""Lip Gloss Shimmer"", ""item_category"": ""Makeup"", ""item_variant"": ""Clear Shine"", ""item_brand"": ""Belle & Glow"", ""price"": 13.99, ""currency"": ""GBP"", ""quantity"": 1, ""item_list_name"": ""Product Page"", ""index"": 0}]",{},,,,,,,
20220719,1658232192000000,add_to_cart,1658232132000000,13.99,1001,-600000,bonnie.perez@yahoo.co.uk,3956592627.102561,"{""analytics_storage"": ""granted"", ""ads_storage"": ""granted"", ""uses_transient_token"": ""false""}","{""first_open_time"": {""value"": ""1655954390""}, ""customer_email"": {""value"": ""bonnie.perez@yahoo.co.uk""}, ""customer_status"": {""value"": ""registered""}}",1655954390000000,"{""revenue"": 0, ""currency"": ""GBP""}","{""category"": ""desktop"", ""operating_system"": ""Windows"", ""operating_system_version"": ""10.0.19042"", ""language"": ""en-gb"", ""time_zone_offset_seconds"": 0, ""browser"": ""Chrome"", ""browser_version"": ""103.0"", ""web_info"": {""browser"": ""Chrome"", ""browser_version"": ""103.0"", ""hostname"": ""belleandglow.co.uk""}}","{""continent"": ""Europe"", ""country"": ""United Kingdom"", ""region"": ""England"", ""city"": ""London""}","{""id"": ""belleandglow.co.uk"", ""version"": ""1.0.0"", ""install_store"": null}","{""source"": ""google"", ""medium"": ""organic"", ""campaign"": ""(not set)"", ""term"": ""belle glow cosmetics""}",2468013579.0,web,"[{""key"": ""currency"", ""value"": {""string_value"": ""GBP""}}, {""key"": ""value"", ""value"": {""double_value"": 13.99}}, {""key"": ""ga_session_id"", ""value"": {""int_value"": 1658232000}}, {""key"": ""ga_session_number"", ""value"": {""int_value"": 3}}]","[{""item_id"": ""21"", ""item_name"": ""Lip Gloss Shimmer"", ""item_category"": ""Makeup"", ""item_variant"": ""Clear Shine"", ""item_brand"": ""Belle & Glow"", ""price"": 13.99, ""currency"": ""GBP"", ""quantity"": 1, ""item_list_name"": ""Cart"", ""index"": 0}]",{},,,,,,,
20220719,1658232232000000,view_item,1658232192000000,14.99,1001,-600000,bonnie.perez@yahoo.co.uk,3956592627.102561,"{""analytics_storage"": ""granted"", ""ads_storage"": ""granted"", ""uses_transient_token"": ""false""}","{""first_open_time"": {""value"": ""1655954390""}, ""customer_email"": {""value"": ""bonnie.perez@yahoo.co.uk""}, ""customer_status"": {""value"": ""registered""}}",1655954390000000,"{""revenue"": 0, ""currency"": ""GBP""}","{""category"": ""desktop"", ""operating_system"": ""Windows"", ""operating_system_version"": ""10.0.19042"", ""language"": ""en-gb"", ""time_zone_offset_seconds"": 0, ""browser"": ""Chrome"", ""browser_version"": ""103.0"", ""web_info"": {""browser"": ""Chrome"", ""browser_version"": ""103.0"", ""hostname"": ""belleandglow.co.uk""}}","{""continent"": ""Europe"", ""country"": ""United Kingdom"", ""region"": ""England"", ""city"": ""London""}","{""id"": ""belleandglow.co.uk"", ""version"": ""1.0.0"", ""install_store"": null}","{""source"": ""google"", ""medium"": ""organic"", ""campaign"": ""(not set)"", ""term"": ""belle glow cosmetics""}",2468013579.0,web,"[{""key"": ""currency"", ""value"": {""string_value"": ""GBP""}}, {""key"": ""value"", ""value"": {""double_value"": 14.99}}, {""key"": ""ga_session_id"", ""value"": {""int_value"": 1658232000}}, {""key"": ""ga_session_number"", ""value"": {""int_value"": 3}}, {""key"": ""page_location"", ""value"": {""string_value"": ""https://belleandglow.co.uk/products/eyebrow-pencil""}}]","[{""item_id"": ""17"", ""item_name"": ""Eyebrow Pencil"", ""item_category"": ""Makeup"", ""item_variant"": ""Dark Brown"", ""item_brand"": ""Belle & Glow"", ""price"": 14.99, ""currency"": ""GBP"", ""quantity"": 1, ""item_list_name"": ""Product Page"", ""index"": 0}]",{},,,,,,,
20220719,1658232252000000,add_to_cart,1658232232000000,14.99,1001,-600000,bonnie.perez@yahoo.co.uk,3956592627.102561,"{""analytics_storage"": ""granted"", ""ads_storage"": ""granted"", ""uses_transient_token"": ""false""}","{""first_open_time"": {""value"": ""1655954390""}, ""customer_email"": {""value"": ""bonnie.perez@yahoo.co.uk""}, ""customer_status"": {""value"": ""registered""}}",1655954390000000,"{""revenue"": 0, ""currency"": ""GBP""}","{""category"": ""desktop"", ""operating_system"": ""Windows"", ""operating_system_version"": ""10.0.19042"", ""language"": ""en-gb"", ""time_zone_offset_seconds"": 0, ""browser"": ""Chrome"", ""browser_version"": ""103.0"", ""web_info"": {""browser"": ""Chrome"", ""browser_version"": ""103.0"", ""hostname"": ""belleandglow.co.uk""}}","{""continent"": ""Europe"", ""country"": ""United Kingdom"", ""region"": ""England"", ""city"": ""London""}","{""id"": ""belleandglow.co.uk"", ""version"": ""1.0.0"", ""install_store"": null}","{""source"": ""google"", ""medium"": ""organic"", ""campaign"": ""(not set)"", ""term"": ""belle glow cosmetics""}",2468013579.0,web,"[{""key"": ""currency"", ""value"": {""string_value"": ""GBP""}}, {""key"": ""value"", ""value"": {""double_value"": 14.99}}, {""key"": ""ga_session_id"", ""value"": {""int_value"": 1658232000}}, {""key"": ""ga_session_number"", ""value"": {""int_value"": 3}}]","[{""item_id"": ""17"", ""item_name"": ""Eyebrow Pencil"", ""item_category"": ""Makeup"", ""item_variant"": ""Dark Brown"", ""item_brand"": ""Belle & Glow"", ""price"": 14.99, ""currency"": ""GBP"", ""quantity"": 1, ""item_list_name"": ""Cart"", ""index"": 0}]",{},,,,,,,
20220719,1658232280000000,begin_checkout,1658232252000000,41.97,1001,-600000,bonnie.perez@yahoo.co.uk,3956592627.102561,"{""analytics_storage"": ""granted"", ""ads_storage"": ""granted"", ""uses_transient_token"": ""false""}","{""first_open_time"": {""value"": ""1655954390""}, ""customer_email"": {""value"": ""bonnie.perez@yahoo.co.uk""}, ""customer_status"": {""value"": ""registered""}}",1655954390000000,"{""revenue"": 0, ""currency"": ""GBP""}","{""category"": ""desktop"", ""operating_system"": ""Windows"", ""operating_system_version"": ""10.0.19042"", ""language"": ""en-gb"", ""time_zone_offset_seconds"": 0, ""browser"": ""Chrome"", ""browser_version"": ""103.0"", ""web_info"": {""browser"": ""Chrome"", ""browser_version"": ""103.0"", ""hostname"": ""belleandglow.co.uk""}}","{""continent"": ""Europe"", ""country"": ""United Kingdom"", ""region"": ""England"", ""city"": ""London""}","{""id"": ""belleandglow.co.uk"", ""version"": ""1.0.0"", ""install_store"": null}","{""source"": ""google"", ""medium"": ""organic"", ""campaign"": ""(not set)"", ""term"": ""belle glow cosmetics""}",2468013579.0,web,"[{""key"": ""currency"", ""value"": {""string_value"": ""GBP""}}, {""key"": ""value"", ""value"": {""double_value"": 41.97}}, {""key"": ""ga_session_id"", ""value"": {""int_value"": 1658232000}}, {""key"": ""ga_session_number"", ""value"": {""int_value"": 3}}]","[{""item_id"": ""13"", ""item_name"": ""Eyeliner Precision"", ""item_category"": ""Makeup"", ""item_variant"": ""Black"", ""item_brand"": ""Belle & Glow"", ""price"": 12.99, ""currency"": ""GBP"", ""quantity"": 1, ""item_list_name"": ""Cart"", ""index"": 0}, {""item_id"": ""21"", ""item_name"": ""Lip Gloss Shimmer"", ""item_category"": ""Makeup"", ""item_variant"": ""Clear Shine"", ""item_brand"": ""Belle & Glow"", ""price"": 13.99, ""currency"": ""GBP"", ""quantity"": 1, ""item_list_name"": ""Cart"", ""index"": 1}, {""item_id"": ""17"", ""item_name"": ""Eyebrow Pencil"", ""item_category"": ""Makeup"", ""item_variant"": ""Dark Brown"", ""item_brand"": ""Belle & Glow"", ""price"": 14.99, ""currency"": ""GBP"", ""quantity"": 1, ""item_list_name"": ""Cart"", ""index"": 2}]",{},,,,,,,
20220719,1658235520000000,view_item,1658235500000000,18.99,1002,-550000,derek.carter@outlook.com,8392746501.234567,"{""analytics_storage"": ""granted"", ""ads_storage"": ""granted"", ""uses_transient_token"": ""false""}","{""first_open_time"": {""value"": ""1657123456""}, ""customer_email"": {""value"": ""derek.carter@outlook.com""}, ""customer_status"": {""value"": ""registered""}}",1657123456000000,"{""revenue"": 0, ""currency"": ""GBP""}","{""category"": ""desktop"", ""operating_system"": ""macOS"", ""operating_system_version"": ""12.4"", ""language"": ""en-gb"", ""time_zone_offset_seconds"": 0, ""browser"": ""Safari"", ""browser_version"": ""15.5"", ""web_info"": {""browser"": ""Safari"", ""browser_version"": ""15.5"", ""hostname"": ""belleandglow.co.uk""}}","{""continent"": ""Europe"", ""country"": ""United Kingdom"", ""region"": ""Wales"", ""city"": ""Cardiff""}","{""id"": ""belleandglow.co.uk"", ""version"": ""1.0.0"", ""install_store"": null}","{""source"": ""facebook"", ""medium"": ""social"", ""campaign"": ""summer_sale"", ""content"": ""post_123""}",2468013579.0,web,"[{""key"": ""currency"", ""value"": {""string_value"": ""GBP""}}, {""key"": ""value"", ""value"": {""double_value"": 18.99}}, {""key"": ""ga_session_id"", ""value"": {""int_value"": 1658235400}}, {""key"": ""ga_session_number"", ""value"": {""int_value"": 1}}, {""key"": ""page_location"", ""value"": {""string_value"": ""https://belleandglow.co.uk/products/lipstick-matte?utm_source=facebook&utm_medium=social&utm_campaign=summer_sale""}}]","[{""item_id"": ""3"", ""item_name"": ""Lipstick Matte"", ""item_category"": ""Makeup"", ""item_variant"": ""Deep Plum"", ""item_brand"": ""Belle & Glow"", ""price"": 18.99, ""currency"": ""GBP"", ""quantity"": 1, ""item_list_name"": ""Product Page"", ""index"": 0}]",{},,,,,,,
20220719,1658235640000000,add_to_cart,1658235520000000,18.99,1002,-550000,derek.carter@outlook.com,8392746501.234567,"{""analytics_storage"": ""granted"", ""ads_storage"": ""granted"", ""uses_transient_token"": ""false""}","{""first_open_time"": {""value"": ""1657123456""}, ""customer_email"": {""value"": ""derek.carter@outlook.com""}, ""customer_status"": {""value"": ""registered""}}",1657123456000000,"{""revenue"": 0, ""currency"": ""GBP""}","{""category"": ""desktop"", ""operating_system"": ""macOS"", ""operating_system_version"": ""12.4"", ""language"": ""en-gb"", ""time_zone_offset_seconds"": 0, ""browser"": ""Safari"", ""browser_version"": ""15.5"", ""web_info"": {""browser"": ""Safari"", ""browser_version"": ""15.5"", ""hostname"": ""belleandglow.co.uk""}}","{""continent"": ""Europe"", ""country"": ""United Kingdom"", ""region"": ""Wales"", ""city"": ""Cardiff""}","{""id"": ""belleandglow.co.uk"", ""version"": ""1.0.0"", ""install_store"": null}","{""source"": ""facebook"", ""medium"": ""social"", ""campaign"": ""summer_sale"", ""content"": ""post_123""}",2468013579.0,web,"[{""key"": ""currency"", ""value"": {""string_value"": ""GBP""}}, {""key"": ""value"", ""value"": {""double_value"": 18.99}}, {""key"": ""ga_session_id"", ""value"": {""int_value"": 1658235400}}, {""key"": ""ga_session_number"", ""value"": {""int_value"": 1}}]","[{""item_id"": ""3"", ""item_name"": ""Lipstick Matte"", ""item_category"": ""Makeup"", ""item_variant"": ""Deep Plum"", ""item_brand"": ""Belle & Glow"", ""price"": 18.99, ""currency"": ""GBP"", ""quantity"": 1, ""item_list_name"": ""Cart"", ""index"": 0}]",{},,,,,,,
20220719,1658235700000000,begin_checkout,1658235640000000,18.99,1002,-550000,derek.carter@outlook.com,8392746501.234567,"{""analytics_storage"": ""granted"", ""ads_storage"": ""granted"", ""uses_transient_token"": ""false""}","{""first_open_time"": {""value"": ""1657123456""}, ""customer_email"": {""value"": ""derek.carter@outlook.com""}, ""customer_status"": {""value"": ""registered""}}",1657123456000000,"{""revenue"": 0, ""currency"": ""GBP""}","{""category"": ""desktop"", ""operating_system"": ""macOS"", ""operating_system_version"": ""12.4"", ""language"": ""en-gb"", ""time_zone_offset_seconds"": 0, ""browser"": ""Safari"", ""browser_version"": ""15.5"", ""web_info"": {""browser"": ""Safari"", ""browser_version"": ""15.5"", ""hostname"": ""belleandglow.co.uk""}}","{""continent"": ""Europe"", ""country"": ""United Kingdom"", ""region"": ""Wales"", ""city"": ""Cardiff""}","{""id"": ""belleandglow.co.uk"", ""version"": ""1.0.0"", ""install_store"": null}","{""source"": ""facebook"", ""medium"": ""social"", ""campaign"": ""summer_sale"", ""content"": ""post_123""}",2468013579.0,web,"[{""key"": ""currency"", ""value"": {""string_value"": ""GBP""}}, {""key"": ""value"", ""value"": {""double_value"": 18.99}}, {""key"": ""ga_session_id"", ""value"": {""int_value"": 1658235400}}, {""key"": ""ga_session_number"", ""value"": {""int_value"": 1}}]","[{""item_id"": ""3"", ""item_name"": ""Lipstick Matte"", ""item_category"": ""Makeup"", ""item_variant"": ""Deep Plum"", ""item_brand"": ""Belle & Glow"", ""price"": 18.99, ""currency"": ""GBP"", ""quantity"": 1, ""item_list_name"": ""Cart"", ""index"": 0}]",{},,,,,,,
